year,state_seller,sector_seller,seller,state_buyer,sector_buyer,buyer,amount
1996,11,2,548,2,12,326,128.76105
2000,11,2,548,1,9,329,95.141777
2000,11,2,548,5,4,371,129.46895
1995,11,2,548,8,2,378,132.35078
1998,11,2,548,6,2,387,136.08575
1995,11,2,548,13,18,390,161.93195
1996,11,2,548,6,12,400,146.91342
1998,11,2,548,3,14,403,151.18951
1999,11,2,548,3,14,403,135.26299
1998,11,2,548,1,20,414,164.68312
1997,11,2,548,2,8,421,137.55733
1998,11,2,548,10,13,424,136.54494
1996,11,2,548,9,5,426,150.57961
1995,11,2,548,10,5,431,148.64337
1999,11,2,548,12,13,438,161.1362
1996,11,2,548,15,16,455,179.17247
1996,11,2,548,10,15,456,155.97717
1997,11,2,548,12,7,472,154.84865
1995,11,2,548,12,15,496,168.33672
1997,11,2,548,10,1,505,137.81093
1997,11,2,548,14,12,533,160.79724
1999,11,2,548,7,7,544,165.2738
1998,11,2,548,4,8,552,150.98564
1996,11,2,548,1,2,584,148.61514
1997,11,2,548,12,10,606,155.46634
2000,11,2,548,10,4,607,150.72606
1995,11,2,548,10,19,611,170.40833
1999,11,2,548,15,6,618,161.34966
1999,11,2,548,2,9,626,140.66333
2000,11,2,548,11,11,630,181.27013
2000,11,2,548,1,12,631,157.67787
1995,11,2,548,4,15,640,172.29668
1997,11,2,548,9,20,658,166.9205
1998,11,2,548,14,13,672,195.58281
1999,11,2,548,6,1,716,175.02963
1995,11,2,548,10,1,723,171.65152
1997,11,2,548,10,7,727,168.48981
1996,11,2,548,2,13,745,163.27547
2000,11,2,548,9,1,760,178.73764
1995,11,2,548,8,17,765,184.85042
1996,11,2,548,5,9,767,165.30556
1998,11,2,548,1,11,776,168.04048
2000,11,2,548,11,13,785,187.35359
1998,11,2,548,14,9,791,197.43814
1996,11,2,548,14,20,803,207.30879
2000,11,2,548,15,3,821,181.50641
1997,11,2,548,13,14,822,200.43437
1997,11,2,548,9,19,831,190.75337
1996,11,2,548,9,12,842,193.15271
1996,11,2,548,2,13,864,193.94008
1998,11,2,548,6,5,865,197.99315
2000,11,2,548,9,8,874,187.01389
1996,11,17,549,5,15,10,134.41809
1999,11,17,549,11,15,16,114.04491
1998,11,17,549,13,7,26,127.61474
1999,11,17,549,6,18,27,125.43319
1999,11,17,549,7,9,46,105.9048
1995,11,17,549,14,16,53,131.44189
1998,11,17,549,12,8,61,130.44806
2000,11,17,549,13,1,62,124.27991
1997,11,17,549,1,2,98,117.70679
2000,11,17,549,8,20,113,137.64938
1997,11,17,549,7,15,114,127.72833
1997,11,17,549,15,10,119,136.20897
1995,11,17,549,11,3,123,129.44592
1999,11,17,549,8,20,132,155.59651
2000,11,17,549,3,16,135,134.1736
2000,11,17,549,13,1,159,134.20607
1999,11,17,549,11,7,167,120.91972
1995,11,17,549,11,19,170,140.31305
1997,11,17,549,13,12,181,157.07736
1999,11,17,549,12,9,184,139.46242
1997,11,17,549,12,4,219,140.14871
1995,11,17,549,12,4,219,146.69888
2000,11,17,549,2,10,223,149.36801
1996,11,17,549,13,9,228,158.01825
2000,11,17,549,14,12,252,150.46748
1999,11,17,549,3,5,283,122.73174
1996,11,17,549,12,12,286,159.12451
1995,11,17,549,7,4,304,158.47748
1998,11,17,549,4,11,306,136.48808
1997,11,17,549,4,11,306,151.21562
1997,11,17,549,12,15,318,172.7825
1999,11,17,549,2,12,326,132.18752
1996,11,17,549,1,2,331,145.05945
1995,11,17,549,8,12,339,157.58273
1996,11,17,549,9,14,356,153.26646
1999,11,17,549,8,4,360,156.89343
1996,11,17,549,9,7,372,153.67319
2000,11,17,549,7,6,398,174.96303
1999,11,17,549,7,6,398,159.51981
1999,11,17,549,11,9,406,160.78558
2000,11,17,549,11,2,409,150.7491
1998,11,17,549,8,4,434,166.84486
1998,11,17,549,2,9,436,152.24873
1998,11,17,549,2,9,440,156.54869
1996,11,17,549,13,14,445,161.77547
1999,11,17,549,7,3,451,153.88028
1996,11,17,549,5,11,482,170.34314
1999,11,17,549,6,6,495,171.67363
1995,11,17,549,6,15,502,165.46971
1999,11,17,549,14,18,518,181.33449
1998,11,17,549,8,19,520,174.72112
1999,11,17,549,8,19,520,161.18048
1997,11,17,549,14,12,533,188.36382
1997,11,17,549,14,17,534,174.15567
1995,11,17,549,4,4,545,169.25667
1996,11,17,549,4,4,545,156.90849
1997,11,17,549,7,8,559,159.87344
2000,11,17,549,7,14,591,179.77682
1996,11,17,549,7,14,591,177.83296
1998,11,17,549,15,2,602,184.68431
1999,11,17,549,2,20,617,195.45665
2000,11,17,549,5,2,645,169.21635
1998,11,17,549,5,19,648,208.04921
2000,11,17,549,13,1,652,181.66269
1999,11,17,549,10,6,654,176.09897
1999,11,17,549,12,11,663,185.84506
1999,11,17,549,1,10,668,167.63556
1997,11,17,549,11,4,674,183.74144
1997,11,17,549,1,3,685,172.40361
1999,11,17,549,1,3,685,187.31438
1997,11,17,549,15,9,687,213.18706
1996,11,17,549,13,19,689,201.23206
1995,11,17,549,4,12,693,181.27896
1995,11,17,549,12,12,695,175.00549
1995,11,17,549,2,18,719,204.43968
1995,11,17,549,12,11,721,204.40491
1996,11,17,549,14,6,731,201.32253
1997,11,17,549,15,15,747,214.37767
1999,11,17,549,3,13,748,185.46118
1995,11,17,549,1,11,776,182.47389
1998,11,17,549,3,18,778,206.70438
1995,11,17,549,14,4,779,200.37065
1995,11,17,549,4,16,780,199.50481
1997,11,17,549,11,13,785,201.62727
1997,11,17,549,1,3,795,184.2879
1998,11,17,549,4,10,797,186.35408
1998,11,17,549,5,12,798,185.77094
1996,11,17,549,5,11,812,194.4052
1996,11,17,549,15,3,821,200.92957
1998,11,17,549,9,12,842,201.52533
2000,11,17,549,6,14,854,210.07924
1999,11,17,549,14,12,858,209.93584
1997,11,17,549,14,13,873,217.88145
2000,11,17,549,5,10,877,198.49911
1998,11,17,549,1,16,895,209.87289
1998,11,17,549,14,3,896,214.03821
1998,3,2,550,12,13,6,106.21119
1996,3,2,550,10,17,30,94.619553
1995,3,2,550,4,18,51,116.34943
1995,3,2,550,1,6,65,99.924179
1999,3,2,550,9,18,70,104.30011
1999,3,2,550,2,2,77,83.536011
1995,3,2,550,11,1,88,114.86897
1996,3,2,550,3,13,92,111.80859
1999,3,2,550,1,2,98,81.744225
2000,3,2,550,7,15,114,95.314819
1997,3,2,550,8,18,122,105.60654
1996,3,2,550,8,20,132,125.35194
1995,3,2,550,11,15,133,140.85439
1996,3,2,550,8,15,141,122.0502
1998,3,2,550,11,8,145,108.44495
1996,3,2,550,11,8,145,103.65797
1996,3,2,550,4,3,147,106.76241
1998,3,2,550,8,18,155,99.195717
1998,3,2,550,4,8,156,113.52467
1997,3,2,550,13,1,159,118.95573
1998,3,2,550,13,20,160,129.89165
1995,3,2,550,12,11,163,114.27493
1996,3,2,550,13,11,169,125.46851
1995,3,2,550,5,10,174,117.73114
1996,3,2,550,5,10,174,102.63431
1997,3,2,550,12,2,175,119.39951
1995,3,2,550,8,8,178,129.94139
1995,3,2,550,12,9,184,133.0239
1995,3,2,550,9,6,193,128.65298
1996,3,2,550,11,12,210,114.27985
1995,3,2,550,8,14,214,132.18324
1997,3,2,550,12,8,226,128.84604
1999,3,2,550,13,12,246,122.42938
1995,3,2,550,11,16,249,142.9696
1997,3,2,550,3,13,276,142.41183
1998,3,2,550,11,20,280,154.18961
1995,3,2,550,9,8,285,138.08698
1999,3,2,550,9,8,301,129.61563
1996,3,2,550,11,19,302,139.99785
1998,3,2,550,6,11,309,143.29906
2000,3,2,550,11,8,323,132.51089
1998,3,2,550,12,10,324,130.55901
1997,3,2,550,4,6,330,120.68064
1997,3,2,550,4,6,330,136.82536
1997,3,2,550,7,5,333,133.79407
1995,3,2,550,8,13,336,139.36752
1999,3,2,550,2,20,337,131.91092
1997,3,2,550,2,10,347,123.70092
1998,3,2,550,9,1,353,125.51473
1998,3,2,550,11,12,355,138.73549
1997,3,2,550,5,4,371,120.13255
1999,3,2,550,3,5,402,124.54931
1999,3,2,550,3,5,402,135.34959
1998,3,2,550,10,16,419,124.2422
2000,3,2,550,10,9,427,134.92064
1998,3,2,550,8,4,434,161.16467
2000,3,2,550,15,15,439,161.89914
1996,3,2,550,13,14,445,148.29079
1995,3,2,550,10,9,463,147.73
1996,3,2,550,9,18,487,160.37262
1999,3,2,550,12,7,489,143.81934
1999,3,2,550,15,11,497,162.94321
1998,3,2,550,9,13,498,164.74597
1995,3,2,550,10,1,505,130.83815
1997,3,2,550,12,17,542,145.17058
2000,3,2,550,11,2,563,165.27977
1998,3,2,550,14,4,566,161.25948
1998,3,2,550,15,9,573,177.48056
2000,3,2,550,1,5,595,150.72734
1997,3,2,550,13,11,608,164.4917
1996,3,2,550,1,14,615,162.82903
1996,3,2,550,3,11,619,160.64966
1996,3,2,550,11,6,629,157.3636
1997,3,2,550,7,1,646,157.82892
1995,3,2,550,13,1,652,150.55566
1995,3,2,550,11,10,655,164.64081
1996,3,2,550,12,13,670,176.39601
1997,3,2,550,4,4,691,142.97153
1999,3,2,550,4,12,693,166.40494
1995,3,2,550,6,1,716,146.00226
2000,3,2,550,7,3,717,165.31393
1997,3,2,550,2,18,719,178.82693
1995,3,2,550,10,1,723,175.16975
1997,3,2,550,6,13,730,189.24428
1998,3,2,550,2,13,745,188.05338
1999,3,2,550,15,18,758,193.4556
2000,3,2,550,12,13,769,184.575
1999,3,2,550,10,1,783,175.5457
1999,3,2,550,14,8,792,166.9259
1999,3,2,550,4,3,794,184.06075
1996,3,2,550,5,11,812,192.33417
1998,3,2,550,2,1,817,177.38812
1999,3,2,550,2,16,818,190.63007
1995,3,2,550,15,3,821,190.78798
1997,3,2,550,7,16,835,197.46613
1996,3,2,550,11,15,837,187.01404
1999,3,2,550,9,12,842,198.98016
2000,3,2,550,7,1,843,179.09297
1999,3,2,550,8,13,844,176.07912
1995,3,2,550,3,1,862,171.35553
1996,3,2,550,6,5,865,180.88168
1998,3,2,550,15,11,889,210.10933
1999,3,2,550,5,2,897,168.02689
1996,12,7,551,10,15,7,104.716
1999,12,7,551,4,10,9,108.19839
2000,12,7,551,14,5,23,99.872414
1997,12,7,551,11,1,24,105.41917
1998,12,7,551,4,9,25,96.916084
1998,12,7,551,13,7,26,120.83537
1995,12,7,551,14,19,31,124.3136
1999,12,7,551,4,14,33,117.5992
1998,12,7,551,3,5,42,110.44695
1999,12,7,551,14,16,53,142.54112
2000,12,7,551,15,6,55,131.53337
1997,12,7,551,5,8,64,120.39503
2000,12,7,551,15,18,66,139.44559
2000,12,7,551,9,18,70,135.40018
1999,12,7,551,14,6,74,120.03544
1998,12,7,551,2,18,80,135.89941
1997,12,7,551,11,9,81,117.12842
2000,12,7,551,10,5,97,124.94627
1999,12,7,551,8,20,113,136.65524
1998,12,7,551,11,3,123,114.78349
1995,12,7,551,3,16,135,125.41498
1999,12,7,551,3,20,137,126.50243
1997,12,7,551,5,15,146,145.14789
1995,12,7,551,2,12,157,119.25282
1999,12,7,551,12,8,189,136.13216
1996,12,7,551,9,6,193,144.16803
1998,12,7,551,1,1,194,132.14496
1995,12,7,551,10,11,209,143.96548
1995,12,7,551,2,3,218,125.78899
2000,12,7,551,5,15,221,138.24112
2000,12,7,551,12,8,226,144.27971
1999,12,7,551,11,16,249,141.66675
2000,12,7,551,9,11,251,146.95695
1996,12,7,551,13,18,273,152.7373
1995,12,7,551,7,4,304,155.68474
1999,12,7,551,10,20,310,145.10208
2000,12,7,551,8,16,313,138.89151
1997,12,7,551,14,17,325,148.04158
1995,12,7,551,6,18,327,167.13928
2000,12,7,551,7,5,333,141.73653
1995,12,7,551,10,3,338,157.38309
1996,12,7,551,11,12,355,159.26637
2000,12,7,551,7,11,367,149.87685
1997,12,7,551,5,4,371,153.84885
1995,12,7,551,1,20,414,158.20721
1996,12,7,551,4,9,422,141.27504
1996,12,7,551,10,13,424,145.57152
1998,12,7,551,12,13,438,170.24512
1996,12,7,551,11,17,447,161.47441
1996,12,7,551,2,9,460,145.46785
1996,12,7,551,7,3,464,151.42847
1997,12,7,551,9,14,471,174.23677
1996,12,7,551,14,20,480,173.84766
1997,12,7,551,9,6,488,141.27927
1996,12,7,551,11,1,532,159.85165
1999,12,7,551,14,12,533,192.82564
1995,12,7,551,15,1,540,162.13132
1995,12,7,551,11,15,541,197.57486
1999,12,7,551,7,14,546,202.98409
2000,12,7,551,3,8,557,139.08157
1995,12,7,551,4,12,596,171.93929
1995,12,7,551,2,9,626,182.54898
1995,12,7,551,11,20,635,184.94704
1995,12,7,551,9,15,643,181.62619
1997,12,7,551,5,19,648,179.52786
1998,12,7,551,11,10,655,191.39777
1995,12,7,551,5,8,660,178.19724
1997,12,7,551,13,10,664,174.45653
1995,12,7,551,13,10,664,178.07925
1997,12,7,551,13,11,669,178.02255
1999,12,7,551,11,17,675,195.06047
1997,12,7,551,9,11,678,183.42508
1999,12,7,551,3,20,682,196.03676
1996,12,7,551,4,15,688,173.57559
1995,12,7,551,2,4,698,173.45114
1997,12,7,551,3,18,736,193.6707
1998,12,7,551,10,7,741,191.15295
1996,12,7,551,7,20,749,188.00755
2000,12,7,551,7,10,806,192.86182
1999,12,7,551,9,4,807,195.47003
1995,12,7,551,7,20,811,202.6031
1998,12,7,551,15,3,821,189.05937
2000,12,7,551,8,20,833,220.40353
1996,12,7,551,9,18,838,199.02858
1998,12,7,551,3,12,839,210.22162
1996,12,7,551,3,15,841,200.63577
1999,12,7,551,10,3,846,198.7187
1997,12,7,551,10,3,846,195.86005
2000,12,7,551,13,5,860,197.94978
1998,12,7,551,5,2,897,187.98941
1997,4,8,552,5,15,10,105.11169
1999,4,8,552,13,7,17,106.7914
1999,4,8,552,6,20,22,117.66185
1998,4,8,552,4,9,25,101.95437
1998,4,8,552,2,17,37,112.92964
2000,4,8,552,5,14,57,127.65903
2000,4,8,552,2,5,58,105.39229
1996,4,8,552,4,18,103,117.57449
1998,4,8,552,1,14,106,106.74937
2000,4,8,552,2,16,108,109.86799
1997,4,8,552,8,20,113,111.37629
1997,4,8,552,7,15,114,115.04078
1995,4,8,552,10,2,117,122.81775
1996,4,8,552,6,11,118,109.37936
1995,4,8,552,5,15,146,126.89242
1999,4,8,552,4,8,156,118.78627
1997,4,8,552,12,9,184,124.18069
1996,4,8,552,7,12,220,134.01949
1997,4,8,552,2,10,223,122.98675
2000,4,8,552,12,8,226,119.78811
2000,4,8,552,12,8,226,118.38357
1997,4,8,552,8,8,230,135.49916
2000,4,8,552,4,18,236,131.19078
1997,4,8,552,13,13,271,156.14883
1999,4,8,552,15,2,274,129.28252
1998,4,8,552,11,5,288,115.36102
1997,4,8,552,11,5,288,129.11768
1995,4,8,552,8,15,289,136.09218
1995,4,8,552,9,4,290,135.76169
1998,4,8,552,1,17,349,145.68893
1998,4,8,552,9,15,357,132.42116
2000,4,8,552,15,19,363,145.54314
2000,4,8,552,4,19,376,146.07944
1998,4,8,552,8,20,381,164.3313
1996,4,8,552,7,10,386,142.69965
2000,4,8,552,13,10,415,158.68286
1995,4,8,552,10,16,419,159.11948
1996,4,8,552,9,5,426,145.35098
1999,4,8,552,8,4,434,135.17303
1999,4,8,552,4,6,454,153.34674
1997,4,8,552,5,11,482,154.41545
1996,4,8,552,9,16,501,163.88875
1996,4,8,552,10,9,519,150.80013
1998,4,8,552,4,13,521,154.05991
2000,4,8,552,7,8,559,162.42352
1995,4,8,552,4,4,568,155.0506
1999,4,8,552,10,17,570,175.02496
1997,4,8,552,11,19,572,166.09212
1998,4,8,552,5,14,586,147.02017
2000,4,8,552,11,7,605,182.43684
2000,4,8,552,13,11,608,165.68063
1996,4,8,552,6,18,616,167.28427
1996,4,8,552,2,20,617,168.12067
1998,4,8,552,3,17,623,149.66406
1995,4,8,552,4,15,640,175.57892
1999,4,8,552,9,13,657,168.02515
1997,4,8,552,11,4,674,169.19629
1997,4,8,552,2,15,676,165.61613
2000,4,8,552,8,5,699,191.16873
1995,4,8,552,2,13,745,173.80661
1996,4,8,552,7,20,749,193.74687
1998,4,8,552,3,15,764,176.65135
1999,4,8,552,3,15,764,193.91817
1999,4,8,552,7,1,777,184.92223
1997,4,8,552,10,1,783,174.69864
1995,4,8,552,10,1,783,201.51909
1995,4,8,552,5,1,789,173.59187
1999,4,8,552,4,13,793,189.56821
1997,4,8,552,7,3,823,166.28091
2000,4,8,552,9,18,838,203.21562
1998,4,8,552,5,9,840,175.22733
1999,4,8,552,9,12,842,184.12033
1995,4,8,552,9,8,847,190.15195
1995,4,8,552,15,9,853,186.96962
1995,4,8,552,2,5,856,177.12115
1995,4,8,552,2,17,863,202.34254
2000,4,8,552,9,13,882,196.64458
1995,4,8,552,3,10,883,187.17134
2000,4,8,552,10,17,885,203.01422
1998,15,10,553,15,9,5,124.3057
1998,15,10,553,11,18,8,135.78812
1997,15,10,553,11,15,16,112.21046
1997,15,10,553,13,7,17,132.15646
1998,15,10,553,4,14,33,120.4721
1998,15,10,553,4,18,51,133.5668
1995,15,10,553,15,17,69,133.21773
1997,15,10,553,1,6,76,123.61012
1998,15,10,553,10,11,89,132.10138
2000,15,10,553,11,2,102,118.28754
1999,15,10,553,11,3,123,119.61255
1999,15,10,553,3,20,137,115.72468
1996,15,10,553,5,10,174,112.72832
2000,15,10,553,12,12,190,144.24315
1997,15,10,553,8,8,230,140.74542
1997,15,10,553,8,8,230,154.75992
1997,15,10,553,8,5,242,130.9352
1995,15,10,553,9,6,248,147.69579
1995,15,10,553,14,2,257,146.0016
2000,15,10,553,15,20,268,181.9295
1998,15,10,553,1,15,272,149.63351
2000,15,10,553,5,17,294,140.80644
1997,15,10,553,6,12,295,150.65012
1998,15,10,553,11,2,297,129.93246
1995,15,10,553,11,2,297,142.84171
1995,15,10,553,9,8,301,152.98616
1999,15,10,553,15,6,335,134.50079
1996,15,10,553,12,9,341,158.94955
1995,15,10,553,4,9,364,153.3383
2000,15,10,553,4,12,369,155.73244
2000,15,10,553,15,5,392,147.93747
1998,15,10,553,7,12,411,161.21515
2000,15,10,553,9,5,426,172.88925
1999,15,10,553,2,7,435,166.71095
1995,15,10,553,12,13,438,164.92352
1998,15,10,553,11,17,447,142.09157
1998,15,10,553,7,18,467,165.91461
1996,15,10,553,14,11,481,178.44933
1998,15,10,553,11,17,491,164.13692
1996,15,10,553,1,18,509,170.2645
1997,15,10,553,9,3,510,170.04123
1999,15,10,553,8,19,520,177.03609
2000,15,10,553,15,1,540,166.77806
1997,15,10,553,11,17,549,197.91672
1996,15,10,553,10,5,571,174.58606
1999,15,10,553,2,16,575,188.23792
2000,15,10,553,1,2,584,142.93274
1996,15,10,553,1,2,584,163.42848
1999,15,10,553,3,8,585,165.35648
1997,15,10,553,15,2,602,170.76692
1998,15,10,553,9,13,657,202.15617
1996,15,10,553,13,11,669,189.28656
1999,15,10,553,14,13,672,199.43657
1996,15,10,553,1,11,673,168.22643
1997,15,10,553,11,17,675,210.7917
1997,15,10,553,13,6,686,209.87494
1999,15,10,553,15,9,687,189.44901
1997,15,10,553,4,12,693,180.36913
1997,15,10,553,4,12,693,198.91757
1997,15,10,553,8,5,699,183.79425
1998,15,10,553,11,13,701,175.73907
1999,15,10,553,4,6,703,186.42639
1997,15,10,553,4,6,703,180.28487
1996,15,10,553,14,20,711,212.58476
1996,15,10,553,7,18,714,189.81064
1997,15,10,553,2,5,728,171.19034
1999,15,10,553,9,3,753,184.48711
2000,15,10,553,1,11,776,189.93259
1999,15,10,553,5,1,789,185.55583
1999,15,10,553,5,12,798,203.12383
1997,15,10,553,13,10,800,197.54982
1998,15,10,553,7,16,808,216.19159
1997,15,10,553,7,16,813,193.24438
1997,15,10,553,13,14,822,227.72623
1996,15,10,553,12,14,824,207.14789
1996,15,10,553,8,20,833,211.5605
2000,15,10,553,8,3,848,203.82733
1999,15,10,553,10,4,870,204.54192
1996,15,10,553,12,4,888,208.18996
1998,15,10,553,15,11,889,208.55634
1997,15,10,553,2,1,890,196.15488
1999,15,10,553,2,9,892,196.48253
1995,4,9,554,14,19,12,111.04436
1996,4,9,554,11,15,16,110.64548
1997,4,9,554,6,20,22,141.80742
1996,4,9,554,1,16,44,113.68917
1998,4,9,554,12,8,61,102.80521
1998,4,9,554,14,7,68,126.07358
1996,4,9,554,9,18,70,127.34747
1997,4,9,554,8,5,90,104.80239
1999,4,9,554,14,4,96,111.02389
1996,4,9,554,5,13,120,125.40005
1999,4,9,554,4,3,147,119.78725
2000,4,9,554,1,5,152,108.6143
1995,4,9,554,14,2,179,131.48618
1998,4,9,554,14,2,179,117.87114
1995,4,9,554,11,2,191,113.20935
2000,4,9,554,11,2,191,102.24323
1996,4,9,554,1,1,194,102.38866
1996,4,9,554,15,12,204,134.42027
1997,4,9,554,3,9,213,104.45114
2000,4,9,554,12,4,219,137.59355
1996,4,9,554,5,15,221,134.25653
2000,4,9,554,14,13,260,148.09848
1996,4,9,554,15,19,267,150.57722
1995,4,9,554,5,13,270,128.45979
1997,4,9,554,1,15,272,123.70479
1998,4,9,554,3,13,276,113.39977
1997,4,9,554,5,8,319,138.51884
1995,4,9,554,1,2,331,117.72004
1996,4,9,554,2,20,337,145.05266
1998,4,9,554,10,3,338,146.40498
1996,4,9,554,4,6,340,116.03304
1998,4,9,554,4,2,345,141.74243
1995,4,9,554,12,14,350,150.84816
1995,4,9,554,14,6,351,143.96176
1999,4,9,554,8,3,375,140.06584
1999,4,9,554,4,19,376,156.67126
1995,4,9,554,11,16,385,145.8308
1999,4,9,554,13,8,394,144.21642
2000,4,9,554,5,7,397,160.23515
1996,4,9,554,7,8,408,145.90875
1998,4,9,554,2,8,421,138.98331
1996,4,9,554,7,4,432,134.05219
2000,4,9,554,4,14,433,160.36458
2000,4,9,554,4,14,433,136.76926
1996,4,9,554,2,7,435,142.98711
1995,4,9,554,2,9,436,134.16833
1995,4,9,554,4,6,454,153.48718
1995,4,9,554,2,9,460,156.80989
1995,4,9,554,14,13,465,174.48611
1996,4,9,554,4,4,468,134.47272
1995,4,9,554,9,3,469,144.66887
1999,4,9,554,5,9,477,161.57082
1999,4,9,554,14,20,480,165.32291
2000,4,9,554,5,11,482,165.3976
1998,4,9,554,1,19,484,160.53802
1998,4,9,554,3,9,490,132.88829
1998,4,9,554,8,10,507,142.87575
1997,4,9,554,5,7,515,142.94273
1998,4,9,554,2,5,522,153.01633
1996,4,9,554,11,6,539,159.56058
1995,4,9,554,3,8,557,162.40298
1997,4,9,554,11,2,563,159.96577
1996,4,9,554,1,19,565,166.47704
1995,4,9,554,5,14,586,171.05928
1995,4,9,554,5,13,587,148.04378
2000,4,9,554,11,11,592,174.82324
1999,4,9,554,13,8,604,150.96881
2000,4,9,554,1,19,610,196.22404
1997,4,9,554,12,7,613,179.04126
2000,4,9,554,12,7,613,186.41273
1997,4,9,554,10,7,622,182.57011
1995,4,9,554,11,11,630,179.22653
1995,4,9,554,11,16,634,179.43149
1999,4,9,554,3,1,638,166.63313
1998,4,9,554,11,2,639,166.94061
1998,4,9,554,13,1,652,170.41254
1997,4,9,554,10,6,654,163.31818
1998,4,9,554,5,8,660,171.12535
1998,4,9,554,12,11,663,177.61908
1997,4,9,554,7,5,671,174.69754
1996,4,9,554,7,5,671,160.22946
1995,4,9,554,2,15,709,188.99969
1996,4,9,554,2,6,712,169.10191
1996,4,9,554,2,18,719,171.74174
1999,4,9,554,1,2,720,160.88602
1996,4,9,554,4,13,726,175.02559
1999,4,9,554,10,7,727,170.24275
1996,4,9,554,8,17,765,195.67245
1998,4,9,554,11,13,785,206.483
2000,4,9,554,1,7,786,186.3228
1998,4,9,554,9,10,805,199.34148
1999,4,9,554,5,11,812,193.13246
2000,4,9,554,5,9,840,185.80113
1995,4,9,554,7,2,867,170.561
1998,4,9,554,12,12,869,190.61668
2000,4,9,554,3,9,894,206.39935
1995,4,9,554,5,15,899,194.9343
1999,4,9,554,5,15,899,183.7346
1999,6,3,555,5,7,3,102.90771
1997,6,3,555,11,18,8,109.644
1995,6,3,555,9,16,29,106.11275
1996,6,3,555,10,14,78,91.145897
2000,6,3,555,10,16,82,119.51416
1996,6,3,555,8,10,112,119.71569
1999,6,3,555,8,20,113,129.42212
1999,6,3,555,3,16,135,115.95422
1997,6,3,555,15,9,138,111.69527
1999,6,3,555,5,15,146,125.58507
2000,6,3,555,6,6,148,111.99489
1998,6,3,555,1,5,152,91.482437
1999,6,3,555,3,19,154,120.7616
1996,6,3,555,2,12,157,108.0136
1998,6,3,555,13,1,159,141.98381
1998,6,3,555,14,12,162,128.2886
1997,6,3,555,12,2,175,124.35512
2000,6,3,555,8,16,188,132.24962
1995,6,3,555,11,12,210,123.70219
1999,6,3,555,3,12,215,118.34904
1999,6,3,555,4,7,237,118.90112
1996,6,3,555,9,6,248,117.29523
1997,6,3,555,14,12,252,135.51692
1998,6,3,555,1,15,255,134.80504
1999,6,3,555,6,3,266,115.07735
1996,6,3,555,11,18,269,130.92203
1999,6,3,555,15,2,274,131.3587
1997,6,3,555,3,13,276,118.89317
1997,6,3,555,9,8,277,105.06235
1995,6,3,555,10,4,292,121.44994
1997,6,3,555,13,6,293,132.23065
1995,6,3,555,9,5,298,114.22598
1998,6,3,555,9,5,298,117.50731
1998,6,3,555,9,6,322,124.68467
2000,6,3,555,12,10,324,136.15442
1999,6,3,555,4,6,340,128.70253
1997,6,3,555,1,19,354,139.47145
1999,6,3,555,8,8,370,147.71495
1999,6,3,555,10,8,379,133.45509
2000,6,3,555,11,16,385,144.92055
2000,6,3,555,6,15,391,145.13416
1999,6,3,555,3,14,403,140.19284
1999,6,3,555,11,17,407,143.24295
1996,6,3,555,11,2,409,152.69144
2000,6,3,555,7,12,411,152.78258
1997,6,3,555,7,12,411,156.67308
1999,6,3,555,1,20,414,150.12781
1996,6,3,555,14,13,465,152.43687
2000,6,3,555,8,10,507,161.04492
1995,6,3,555,5,4,508,154.98441
1997,6,3,555,10,12,514,167.6044
2000,6,3,555,15,1,540,172.03897
1996,6,3,555,10,1,547,137.56941
1997,6,3,555,7,8,559,144.78224
1999,6,3,555,4,4,568,146.2897
1996,6,3,555,15,9,573,165.81711
1998,6,3,555,2,16,575,142.08472
1997,6,3,555,5,20,579,172.89232
1998,6,3,555,1,14,615,152.62471
1996,6,3,555,11,15,632,169.98734
1998,6,3,555,4,15,640,174.14133
1999,6,3,555,6,20,653,183.06036
1995,6,3,555,5,8,660,156.63693
1996,6,3,555,14,13,672,182.59329
2000,6,3,555,2,9,681,163.59708
2000,6,3,555,10,11,704,151.65118
1995,6,3,555,15,7,715,168.79317
2000,6,3,555,6,1,716,164.49899
2000,6,3,555,6,1,716,163.08084
1996,6,3,555,15,15,747,194.94032
1997,6,3,555,7,17,762,182.93445
2000,6,3,555,12,13,769,189.43774
2000,6,3,555,7,7,771,174.6203
2000,6,3,555,11,4,774,186.31287
1999,6,3,555,3,18,778,199.87973
2000,6,3,555,2,15,790,177.44174
1997,6,3,555,12,9,799,206.61076
1998,6,3,555,9,4,807,206.13756
1995,6,3,555,7,1,843,165.45026
1995,6,3,555,15,13,850,201.0688
1998,6,3,555,15,9,853,187.01726
1997,6,3,555,4,4,859,180.98201
1999,6,3,555,9,8,874,176.59473
1998,6,3,555,11,9,875,213.80122
1995,6,3,555,3,10,883,207.35651
1997,6,3,555,2,4,898,181.93671
1996,6,12,556,11,16,4,114.01442
1998,6,12,556,10,15,7,117.26082
2000,6,12,556,1,17,19,112.19891
1995,6,12,556,4,9,25,107.15591
1995,6,12,556,4,13,32,97.252831
1998,6,12,556,2,5,58,100.27145
1997,6,12,556,12,8,61,120.05003
1997,6,12,556,5,8,64,118.93664
1996,6,12,556,5,8,64,109.65109
1997,6,12,556,5,8,64,117.94395
2000,6,12,556,3,9,83,121.74171
1996,6,12,556,11,2,102,109.59293
